mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
1.2042689800262452,0.003502167258354508,0.008509016036987305,0.00022931691382408378,0.0774263682681127,45,"{'classifier__learning_rate': 0.0774263682681127, 'classifier__n_estimators': 45}",0.8931976166832175,0.9106256206554121,0.9389810426540285,0.9165876777251185,0.9314292841107508,0.9181642483657054,0.016074509498381982,10,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.18755011558532714,0.0013296770616679243,0.002818012237548828,7.121042121433514e-05,0.1291549665014884,5,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 5}",0.8856752730883813,0.8849553128103276,0.924960505529226,0.899401346969319,0.8804938887503118,0.8950972654295132,0.016218692796863696,59,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.31898155212402346,0.0008407874863101589,0.0028577804565429687,5.076504326070907e-05,0.1291549665014884,10,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 10}",0.8929990069513405,0.9079692154915591,0.937746840442338,0.9155649787977052,0.9058368670491395,0.9120233817464165,0.01477075015982364,29,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.4448505401611328,0.0004961593536123689,0.003656768798828125,0.00010107424909221498,0.1291549665014884,15,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 15}",0.9005958291956305,0.9138778550148956,0.9362411137440758,0.9219256672486904,0.917685208281367,0.9180651346969319,0.011559621237912928,11,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5702083110809326,0.0003410766562003839,0.0043467521667480465,9.37877719955129e-05,0.1291549665014884,20,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 20}",0.8995531281032771,0.9204568023833168,0.9358708530805687,0.9167373409827888,0.9173609378897482,0.91799581248794,0.011555890022410783,12,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.6982320785522461,0.0014256894187644037,0.005196571350097656,0.00014598593685991452,0.1291549665014884,25,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 25}",0.8886544190665343,0.9222939424031777,0.9420171800947866,0.9102519331504116,0.9245447742579197,0.9175524497945661,0.017653844371415008,13,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8242637157440186,0.0016792748318764969,0.005959558486938477,0.0001781414994182605,0.1291549665014884,30,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 30}",0.890814299900695,0.9215491559086396,0.9310080963665087,0.9091294587178848,0.924295335495136,0.9153592692777728,0.014172648493002397,20,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9496933937072753,0.0025522334676473094,0.006900787353515625,0.00017037579166801606,0.1291549665014884,35,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 35}",0.8922045680238332,0.9257696127110228,0.9400424565560822,0.9042155150910453,0.9162634073334996,0.9156991119430966,0.01660240002280181,19,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.0762902736663817,0.0010856002739659117,0.00735630989074707,7.432308297634446e-05,0.1291549665014884,40,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 40}",0.8981132075471697,0.9204071499503476,0.9426836492890995,0.9074582190072338,0.9184584684459965,0.9174241388479695,0.01496825097769276,14,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.2072490215301515,0.010434677455073012,0.008181190490722657,0.00021681978016375439,0.1291549665014884,45,"{'classifier__learning_rate': 0.1291549665014884, 'classifier__n_estimators': 45}",0.8974677259185699,0.9133068520357497,0.94184439178515,0.9117485657271139,0.9194562234971314,0.916764751792743,0.0144618585461703,16,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.18703231811523438,0.00039101834976942943,0.0028063774108886717,2.122241435993963e-05,0.21544346900318834,5,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 5}",0.8838877855014897,0.908043694141013,0.9281941153238547,0.9078573210276876,0.9105762035420304,0.907711823907215,0.014109890471510511,37,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.31986565589904786,0.001154783919972767,0.0028746604919433595,3.416211291613115e-05,0.21544346900318834,10,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 10}",0.8946375372393247,0.9206802383316782,0.9365126382306478,0.9211025193315042,0.9121227238712895,0.9170111314008889,0.01367468327517173,15,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.4455301761627197,0.000637937069259809,0.0035984992980957033,5.099670303001575e-05,0.21544346900318834,15,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 15}",0.8828699106256207,0.9133813306852036,0.9373272116903634,0.9236218508356199,0.9214517335994014,0.9157304074872418,0.018148062255815594,18,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5703721046447754,0.0008108621132929421,0.004332494735717773,0.00011466029122041396,0.21544346900318834,20,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 20}",0.8873634558093346,0.9140516385302879,0.9370556872037915,0.9111249688201547,0.924893988525817,0.9148979477778771,0.01651657412797761,22,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.6964946269989014,0.0008939353892892884,0.005107355117797851,0.0001267317450172922,0.21544346900318834,25,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 25}",0.8942403177755709,0.9089374379344587,0.9365126382306478,0.9102768770266898,0.9156647543028185,0.913126405054037,0.01367999025801543,26,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8251532554626465,0.0016243983132442194,0.006058740615844727,0.00015218363796943248,0.21544346900318834,30,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 30}",0.8933465739821252,0.9100794438927506,0.9359202211690364,0.9026191070092293,0.9139935145921677,0.9111917721290619,0.01423042452646938,30,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9511775016784668,0.0024194224664213777,0.006654787063598633,0.00017693687704020973,0.21544346900318834,35,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 35}",0.8972691161866931,0.911072492552135,0.9367101105845181,0.9016213519580942,0.9141930656023947,0.912173227376767,0.01371732194256561,28,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.0836960315704345,0.009218250730315888,0.007636308670043945,0.000225898502348695,0.21544346900318834,40,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 40}",0.852780536246276,0.9142999006951341,0.9368088467614534,0.8967822399600898,0.9130456472935895,0.9027434341913085,0.028042706196660418,48,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.204936408996582,0.005490482383964155,0.008594417572021484,2.499991328207637e-05,0.21544346900318834,45,"{'classifier__learning_rate': 0.21544346900318834, 'classifier__n_estimators': 45}",0.8543197616683217,0.9180238331678253,0.9301441548183255,0.8939885258169119,0.9191319531055125,0.9031216457153795,0.02710593624074048,46,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.18660368919372558,0.00046503785816512665,0.002811241149902344,2.9401718854764965e-05,0.3593813663804626,5,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 5}",0.8879592850049652,0.912090367428004,0.9273548578199053,0.9062110251933151,0.9198054377650287,0.9106841946422437,0.01341280113721745,33,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.3193868637084961,0.0015465322602351427,0.0028629302978515625,5.839357262391495e-05,0.3593813663804626,10,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 10}",0.8964250248262164,0.9151688182720953,0.940190560821485,0.9171114991269644,0.9230231978049389,0.91838382017034,0.014079783334064145,8,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.4497247219085693,0.007058229497753777,0.0035953521728515625,9.755393718559782e-05,0.3593813663804626,15,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 15}",0.8848311817279048,0.9153674280039722,0.9205173775671406,0.9171364430032427,0.9265402843601895,0.9128785429324899,0.014532540767979253,27,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5726303577423095,0.0008191307869116621,0.004447841644287109,0.0002154949251880825,0.3593813663804626,20,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 20}",0.8930734856007945,0.9083167825223435,0.9238250394944708,0.9105013719131952,0.9178348715390371,0.9107103102139682,0.010388317579237697,32,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.6988182544708252,0.0016677090497132032,0.005130910873413086,0.0001201741841542424,0.3593813663804626,25,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 25}",0.8962015888778551,0.9018371400198608,0.9235288309636651,0.910750810675979,0.9149912696433025,0.9094619280361325,0.00963417440081225,34,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8262876987457275,0.0036573735345092457,0.005943155288696289,0.00019915283018046853,0.3593813663804626,30,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 30}",0.8922542204568025,0.9029294935451836,0.9134577409162717,0.9033674232975805,0.9187827388376154,0.9061583234106907,0.00921081869853522,40,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9499493598937988,0.0018007819933063736,0.006615114212036133,0.00017719447162744701,0.3593813663804626,35,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 35}",0.8950844091360477,0.8977159880834161,0.9093601895734595,0.9045647293589423,0.9208780244449988,0.9055206681193729,0.009179680487391971,41,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.0768918991088867,0.0011724662348690821,0.00749516487121582,0.00024312308351680454,0.3593813663804626,40,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 40}",0.8964250248262164,0.8920556107249256,0.909705766192733,0.9081067597904714,0.9028186580194563,0.9018223639107606,0.006740252251213191,50,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.2067268371582032,0.005314007289382052,0.008429193496704101,0.0002104214142679101,0.3593813663804626,45,"{'classifier__learning_rate': 0.3593813663804626, 'classifier__n_estimators': 45}",0.8952333664349552,0.8925521350546176,0.9012638230647709,0.9057620354203043,0.8998752806186082,0.8989373281186512,0.004633767063610432,53,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.1870725631713867,0.0006060540328791015,0.002803611755371094,4.5373103977055326e-05,0.5994842503189409,5,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 5}",0.8940913604766633,0.900695134061569,0.927897906793049,0.9076827138937391,0.9048889997505613,0.9070512229951163,0.011384341162436164,39,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.3195348739624023,0.0009908506292846063,0.002801847457885742,6.131510310625501e-05,0.5994842503189409,10,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 10}",0.8890764647467726,0.9205312810327706,0.9159261453396524,0.904814168121726,0.9119231728610627,0.9084542464203968,0.010976940208909764,36,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.4480884075164795,0.0015276271967057137,0.0035968303680419924,0.00010311920789568308,0.5994842503189409,15,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 15}",0.9080436941410129,0.9204816285998014,0.9057563191153238,0.887652781242205,0.8693689199301572,0.8982606686057002,0.017848943072875722,56,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5727262973785401,0.0021557178163263443,0.004474925994873047,0.00010396618243578062,0.5994842503189409,20,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 20}",0.9027308838133069,0.9108987090367429,0.9031891785150079,0.8802195061112497,0.8545772012970816,0.8903230957546778,0.02060435219216081,69,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.7002367973327637,0.006243215865145815,0.005272436141967774,0.00012038314794565207,0.5994842503189409,25,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 25}",0.8999006951340615,0.9104270109235353,0.9031398104265402,0.8725367922175107,0.852731354452482,0.8877471326308258,0.021709351291730263,73,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8301650047302246,0.006427072020394541,0.00607767105102539,0.00015695532380231741,0.5994842503189409,30,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 30}",0.896772591857001,0.9180734856007945,0.9112855450236967,0.8697430780743328,0.8530805687203792,0.8897910538552409,0.024739571623823738,70,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9502206802368164,0.0019140446107777866,0.006753158569335937,0.00020462406469431562,0.5994842503189409,35,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 35}",0.8899702085402185,0.9162363455809335,0.9097551342812006,0.8689448740334249,0.841456722374657,0.8852726569620868,0.027446826113525245,78,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.080057430267334,0.005810607870047503,0.007648563385009766,0.00020136052373281657,0.5994842503189409,40,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 40}",0.8894736842105263,0.9032274081429991,0.903041074249605,0.8331254676976803,0.8257919680718384,0.8709319204745298,0.03430666540724292,85,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.202742910385132,0.0034727648312779173,0.007996320724487305,3.9052643035209266e-05,0.5994842503189409,45,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 45}",0.8871896722939424,0.9000993048659385,0.900227093206951,0.8204040907957098,0.8379645796956847,0.8691769481716453,0.03345972337913478,87,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.18717474937438966,0.00021471905755845967,0.0027703285217285157,9.47047095002869e-06,1.0,5,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 5}",0.868346573982125,0.8839870903674281,0.9297985781990521,0.9083312546769768,0.9300324270391619,0.9040991848529488,0.024631881017563525,43,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.31961865425109864,0.0009137953130113856,0.0027967453002929687,6.816997163877903e-05,1.0,10,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 10}",0.8691658391261172,0.8943147964250248,0.9224921011058451,0.9007982040409079,0.925966575205787,0.9025475031807364,0.020646611944676808,49,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.44536166191101073,0.0005671858916569983,0.003651332855224609,7.79195396769637e-05,1.0,15,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 15}",0.8827954319761668,0.9035004965243296,0.9089158767772512,0.8830880518832627,0.9145422798702918,0.8985684274062603,0.013228668776441951,54,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5722607612609864,0.0018863646253630497,0.004433298110961914,0.00013555957939768634,1.0,20,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 20}",0.8744786494538231,0.8905163853028797,0.9077310426540285,0.883786480419057,0.9065103517086555,0.8926045819076887,0.01290619351097974,63,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.703824806213379,0.007551456537098221,0.005232954025268554,0.00015163920952115204,1.0,25,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 25}",0.8710526315789475,0.8883316782522344,0.903436018957346,0.8687453230231977,0.8945871788475929,0.8852305661318637,0.013426679999275402,79,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8310923099517822,0.007379190883402615,0.006051826477050781,0.0001453964306440038,1.0,30,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 30}",0.8660377358490565,0.8901688182720954,0.9065955766192733,0.8700424045896733,0.89892741332003,0.8863543897300257,0.015881962839151748,74,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9518738746643066,0.004822011787544942,0.006895112991333008,0.0001758914804089109,1.0,35,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 35}",0.8720953326713009,0.8950347567030783,0.9010663507109005,0.8653030680967821,0.8963332501870791,0.8859665516738282,0.01440204833787229,76,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.086202907562256,0.009613040513461887,0.0077040672302246095,0.00018857986654274148,1.0,40,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 40}",0.8722442899702085,0.8899702085402186,0.9053120063191152,0.8592167622848591,0.8796707408331255,0.8812828015895053,0.015646579448770414,81,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.2068117618560792,0.007473711759676792,0.008533906936645509,7.142750056277269e-05,1.0,45,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 45}",0.8519860973187686,0.8903674280039722,0.9143463665086887,0.8592167622848591,0.8821152407084061,0.879606378964939,0.02239454274944038,82,2024-02-22--17-24-49,2024-02-22--17-30-08,100
